Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
sort csv,Firefox 144.0,,,23-10-2025 19:38:55,23-10-2025 19:40:30,"1m - 35,097s",PASSED
,,,,,,,
Test Cases/sort product,Firefox 144.0,,,23-10-2025 19:38:57,23-10-2025 19:39:24,"26,412s",PASSED
"DATA BINDING - {""sortType"":""az"",""expected"":""Sauce Labs Backpack""}",,,,,,,
"openBrowser("""")",Firefox 144.0,,,23-10-2025 19:38:59,23-10-2025 19:39:09,"10,326s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Firefox 144.0,,,23-10-2025 19:39:09,23-10-2025 19:39:13,"3,590s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/usernameField""), 1)",Firefox 144.0,,,23-10-2025 19:39:13,23-10-2025 19:39:14,"1,193s",PASSED
"setText(findTestObject(""Object Login Page/usernameField""), ""standard_user"")",Firefox 144.0,,,23-10-2025 19:39:14,23-10-2025 19:39:15,"1,150s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/passwordField""), 1)",Firefox 144.0,,,23-10-2025 19:39:15,23-10-2025 19:39:16,"0,348s",PASSED
"setText(findTestObject(""Object Login Page/passwordField""), ""secret_sauce"")",Firefox 144.0,,,23-10-2025 19:39:16,23-10-2025 19:39:16,"0,710s",PASSED
"verifyElementPresent(findTestObject(""Object Login Page/loginBtn""), 1)",Firefox 144.0,,,23-10-2025 19:39:16,23-10-2025 19:39:17,"0,285s",PASSED
"click(findTestObject(""Object Login Page/loginBtn""))",Firefox 144.0,,,23-10-2025 19:39:17,23-10-2025 19:39:17,"0,599s",PASSED
delay(5),Firefox 144.0,,,23-10-2025 19:39:17,23-10-2025 19:39:22,"5,118s",PASSED
"click(findTestObject(""Object Product Page/dropdownSort""))",Firefox 144.0,,,23-10-2025 19:39:22,23-10-2025 19:39:23,"0,535s",PASSED
"selectOptionByValue(findTestObject(""Object Product Page/dropdownSort""), sortType, false)",Firefox 144.0,,,23-10-2025 19:39:23,23-10-2025 19:39:24,"0,737s",PASSED
